0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 
3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 
6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 
9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 
12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 
15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 
15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 
15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 
15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 
15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 
15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 
12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 
9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 
6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 
3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 
0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 
0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 0, 12, 15, 3, 
0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 0, 9, 15, 6, 
0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 0, 6, 15, 9, 
0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 0, 3, 15, 12, 
0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 
5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 
10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 
15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 
15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 
15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 
15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 
15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 
15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 
15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 
15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 
15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 
15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 
10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 
5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 
0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 
0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 
0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 
0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 
0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 
0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 
0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 0, 
0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 0, 0, 0, 10, 15, 15, 15, 5, 
0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 0, 0, 0, 5, 15, 15, 15, 10, 
0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 0, 15, 15, 0, 
